,w_SP,w_AAA,w_BAA,w_T10
2020-08,0.4855518461944564,1.3193817496031432e-15,0.5144481538055423,4.1510170608734997e-17
2020-09,0.48460678737590207,0.0,0.5153932126240983,0.0
2020-10,0.48580944310534124,0.0,0.5141905568946602,3.1546179395860744e-16
2020-11,0.47258218916660855,0.0,0.5274178108333923,3.043900015261993e-16
2020-12,0.4744532562748283,2.973045916974769e-15,0.5255467437251692,0.0
2021-02,0.28602223950483313,0.10745627206546741,0.23013356448254021,0.37638792394715925
2021-03,0.4895125066647734,0.02197670867836121,0.4885107846568656,0.0
2021-04,0.499694149449683,0.06005652517986549,0.44024932537045164,0.0
2021-05,0.4959379866273882,0.03060166889135535,0.47346034448125596,3.62328507583394e-16
2021-06,0.49505612644655694,0.017836416506580126,0.4871074570468632,0.0
2021-07,0.49879159635252046,0.022766724554779755,0.47844167909269986,0.0
2021-08,0.49314534990577913,5.777569429010831e-16,0.5068546500942205,0.0
2021-09,0.0,0.661644884799863,0.11732103758357185,0.2210340776165653
2021-10,0.5147395110265112,0.062023572502408114,0.42323691647108064,1.251838463076603e-16
2021-11,0.7411986596446816,0.0,0.25880134035531865,9.13852854473328e-16
2021-12,0.5208518660926376,0.05945394252479516,0.41969419138256714,1.2203246022740068e-16
2022-01,0.49300977984439226,7.577997100715968e-16,0.5069902201556071,0.0
2022-02,0.5122160216248768,0.0752914066729711,0.41249257170215203,1.768198218052297e-16
2022-03,0.5434682189905883,0.2324297082896462,0.22410207271976543,0.0
2022-04,0.4224307137387999,1.0481524502503614e-16,0.0,0.5775692862612001
2022-05,0.505487414703876,0.16699855322503124,0.3275140320710927,0.0
2022-06,0.5151111379266896,0.2532509184607249,0.23163794361258563,0.0
2022-07,0.5211800197198442,0.3634509506242356,0.11536902965591976,4.430363478966255e-16
2022-08,0.5116222524489697,0.2752345760481348,0.21314317150289516,3.216285744678249e-16
2022-09,0.47914070659292723,0.24118863887220207,0.2796706545348708,0.0
2022-10,0.4933407260915918,0.3182587120057062,0.18840056190270216,0.0
2022-11,0.4937531946790738,0.3379373234236239,0.16830948189730216,9.797037219186445e-17
2022-12,0.49161826762223193,0.2882180849894117,0.22016364738835661,0.0
2023-02,0.4855952488508105,0.2369545960295948,0.2774501551195948,0.0
2023-03,0.5862107214927059,1.1405950802737763e-15,0.4137892785072933,0.0
2023-04,0.6400849626470728,1.344824127380638e-15,0.35991503735292535,4.573536969518537e-16
2023-05,0.6440093497737768,4.012915487110046e-16,0.35599065022622295,0.0
2023-06,0.6408112467837485,0.0,0.3591887532162523,0.0
2023-07,0.6445232616340253,6.846237010901111e-17,0.35547673836597393,7.268846607495258e-16
2023-08,0.6445339385767213,1.518204999550401e-15,0.3554660614232771,5.3091973803456746e-17
2023-09,0.6388717325970649,1.7138942143690907e-15,0.3611282674029331,1.0859666355582972e-16
2023-10,0.6354815847971684,0.0,0.36451841520283257,1.1971392289385652e-16
2023-11,0.6146972117761588,0.0,0.38530278822384245,0.0
2023-12,0.38984435814986873,0.0,2.0107206915101483e-16,0.6101556418501312
2024-02,0.39462667590216827,0.0,9.947607872113707e-17,0.6053733240978316
2024-03,0.609696434583352,3.7683373680953494e-17,0.3903035654166479,1.8660870488099974e-17
2024-04,0.5548721214802453,0.0,0.1811161660710671,0.26401171244868776
2024-05,0.6048088196604903,0.0,0.3951911803395098,1.9605648814771633e-16
2024-06,0.7123066066862358,1.0719941625929506e-15,0.2876933933137634,0.0
2024-07,0.40793878634618325,7.081195439045951e-18,0.0,0.5920612136538168
2024-08,0.5704926886124645,1.4706592606043845e-15,0.14980356008313145,0.27970375130440256
2024-10,0.5696819827801771,0.0,0.15919220788627778,0.2711258093335451
2024-11,0.5786800820254097,0.0,0.129916926549902,0.2914029914246886
2024-12,0.3943564749260358,0.0,1.0286368111456223e-16,0.6056435250739641
2025-02,0.6165037090978391,8.17217387510949e-17,0.06301125645094029,0.32048503445122045
2025-03,0.5926639138986137,1.0599160438218291e-15,0.30756562614928096,0.0997704599521043
2025-04,0.569369904009821,2.532652414196746e-16,0.4306300959901788,1.3721770180557288e-17
2025-05,0.5928189449111935,1.188738743670894e-16,0.09991283441650688,0.3072682206722996
2025-06,0.5697018591067762,0.0,0.4302981408932239,0.0
2025-07,0.5744081835582066,2.654473644991563e-16,0.425591816441793,1.125194666024673e-16
